timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1665919159395,159,GetSingleUser,200,OK,Thread Group 1-248,text,true,,942,381,250,250,https://reqres.in/api/users/2,159,0,0
1665919158475,1080,PostUser,201,Created,Thread Group 1-63,text,true,,746,461,250,250,https://reqres.in/api/users,1080,0,0
1665919159413,143,GetSingleUser,200,OK,Thread Group 1-110,text,true,,952,381,250,250,https://reqres.in/api/users/2,143,0,0
1665919159413,145,GetSingleUser,200,OK,Thread Group 1-220,text,true,,942,381,250,250,https://reqres.in/api/users/2,145,0,0
1665919159418,142,GetSingleUser,200,OK,Thread Group 1-217,text,true,,946,381,250,250,https://reqres.in/api/users/2,142,0,0
1665919158465,1095,RegisterUser,200,OK,Thread Group 1-242,text,true,,693,480,250,250,https://reqres.in/api/register,1095,0,0
1665919159248,312,GetAllUsers,200,OK,Thread Group 1-158,text,true,,1785,772,250,250,https://reqres.in/api/users?page=2,158,0,0
1665919159248,158,GetAllUsers-0,301,Moved Permanently,Thread Group 1-158,,true,,662,386,250,250,http://reqres.in/api/users?page=2,158,0,0
1665919159406,154,GetAllUsers-1,200,OK,Thread Group 1-158,text,true,,1123,386,250,250,https://reqres.in/api/users?page=2,154,0,0
1665919158840,733,Homepage,200,OK,Thread Group 1-189,text,true,,7781,441,250,250,https://reqres.in/,733,0,0
1665919158434,1141,Homepage,200,OK,Thread Group 1-241,text,true,,7793,441,250,250,https://reqres.in/,1141,0,0
1665919158898,679,Homepage,200,OK,Thread Group 1-214,text,true,,7827,441,250,250,https://reqres.in/,679,0,0
1665919157634,1946,GetSingleUser,200,OK,Thread Group 1-183,text,true,,950,381,250,250,https://reqres.in/api/users/2,1946,0,0
1665919158461,1143,UserLogin,200,OK,Thread Group 1-139,text,true,,684,481,250,250,https://reqres.in/api/login,1143,0,0
1665919158516,1088,Homepage,200,OK,Thread Group 1-135,text,true,,7779,441,250,250,https://reqres.in/,1088,0,0
